"subject","activity","variable","average"
30,"SITTING","fBodyAccJerk-std()-X",-0.990017564516129
30,"STANDING","fBodyAccJerk-std()-X",-0.972216728644068
30,"WALKING","fBodyAccJerk-std()-X",-0.415135398
30,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-X",-0.289802729403226
30,"WALKING_UPSTAIRS","fBodyAccJerk-std()-X",-0.561565206615385
1,"LAYING","fBodyAccJerk-std()-Y",-0.9322178704
1,"SITTING","fBodyAccJerk-std()-Y",-0.982513909574468
1,"STANDING","fBodyAccJerk-std()-Y",-0.987018226792453
1,"WALKING","fBodyAccJerk-std()-Y",0.106739857136
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.134580008877551
1,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.381777065283019
2,"LAYING","fBodyAccJerk-std()-Y",-0.984987392916667
2,"SITTING","fBodyAccJerk-std()-Y",-0.980804228478261
2,"STANDING","fBodyAccJerk-std()-Y",-0.973520241111111
2,"WALKING","fBodyAccJerk-std()-Y",-0.0153329520084746
2,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.0808333491276596
2,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.243554146666667
3,"LAYING","fBodyAccJerk-std()-Y",-0.971044012741936
3,"SITTING","fBodyAccJerk-std()-Y",-0.956461756730769
3,"STANDING","fBodyAccJerk-std()-Y",-0.943948547213115
3,"WALKING","fBodyAccJerk-std()-Y",-0.00561498755362069
3,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.14772824006198
3,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.268191523644068
4,"LAYING","fBodyAccJerk-std()-Y",-0.944366881666667
4,"SITTING","fBodyAccJerk-std()-Y",-0.949293158
4,"STANDING","fBodyAccJerk-std()-Y",-0.944075308928571
4,"WALKING","fBodyAccJerk-std()-Y",-0.2099000063
4,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.177202094317778
4,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.314525030788462
5,"LAYING","fBodyAccJerk-std()-Y",-0.96624258
5,"SITTING","fBodyAccJerk-std()-Y",-0.954464442045455
5,"STANDING","fBodyAccJerk-std()-Y",-0.936202600714286
5,"WALKING","fBodyAccJerk-std()-Y",-0.0545213604089286
5,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.0901720096791489
5,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.105311152804255
6,"LAYING","fBodyAccJerk-std()-Y",-0.935717452807018
6,"SITTING","fBodyAccJerk-std()-Y",-0.946880042
6,"STANDING","fBodyAccJerk-std()-Y",-0.950681450350877
6,"WALKING","fBodyAccJerk-std()-Y",0.0314450678263158
6,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.341242392604167
6,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.0169811409705882
7,"LAYING","fBodyAccJerk-std()-Y",-0.975886145
7,"SITTING","fBodyAccJerk-std()-Y",-0.971814980208333
7,"STANDING","fBodyAccJerk-std()-Y",-0.966850290188679
7,"WALKING","fBodyAccJerk-std()-Y",-0.0431917460807018
7,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.324378560319149
7,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.53419130254902
8,"LAYING","fBodyAccJerk-std()-Y",-0.979170881666667
8,"SITTING","fBodyAccJerk-std()-Y",-0.983038783478261
8,"STANDING","fBodyAccJerk-std()-Y",-0.97858173
8,"WALKING","fBodyAccJerk-std()-Y",0.315883536479167
8,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.273943791773684
8,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.0700821464439024
9,"LAYING","fBodyAccJerk-std()-Y",-0.966634136
9,"SITTING","fBodyAccJerk-std()-Y",-0.9585229866
9,"STANDING","fBodyAccJerk-std()-Y",-0.968234579555556
9,"WALKING","fBodyAccJerk-std()-Y",-0.228380473480769
9,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.355981821428571
9,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.590112916530612
10,"LAYING","fBodyAccJerk-std()-Y",-0.968120692241379
10,"SITTING","fBodyAccJerk-std()-Y",-0.982045591111111
10,"STANDING","fBodyAccJerk-std()-Y",-0.944847393636364
10,"WALKING","fBodyAccJerk-std()-Y",0.0484867672264151
10,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.153355802565789
10,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.202796129097872
11,"LAYING","fBodyAccJerk-std()-Y",-0.973486716315789
11,"SITTING","fBodyAccJerk-std()-Y",-0.968421475660377
11,"STANDING","fBodyAccJerk-std()-Y",-0.981185823617021
11,"WALKING","fBodyAccJerk-std()-Y",-0.170177403123729
11,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.130443829826087
11,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.437276328518518
12,"LAYING","fBodyAccJerk-std()-Y",-0.964703656833333
12,"SITTING","fBodyAccJerk-std()-Y",-0.966538919607843
12,"STANDING","fBodyAccJerk-std()-Y",-0.95666634442623
12,"WALKING","fBodyAccJerk-std()-Y",-0.094056408433
12,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.0515123126413043
12,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.335926381307692
13,"LAYING","fBodyAccJerk-std()-Y",-0.981394261612903
13,"SITTING","fBodyAccJerk-std()-Y",-0.985908120408163
13,"STANDING","fBodyAccJerk-std()-Y",-0.979412252631579
13,"WALKING","fBodyAccJerk-std()-Y",0.0946741596910526
13,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.141775116319149
13,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.319400410981818
14,"LAYING","fBodyAccJerk-std()-Y",-0.969113291372549
14,"SITTING","fBodyAccJerk-std()-Y",-0.968943674259259
14,"STANDING","fBodyAccJerk-std()-Y",-0.967830182166667
14,"WALKING","fBodyAccJerk-std()-Y",-0.353526894237288
14,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.138737970022222
14,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.371572473072222
15,"LAYING","fBodyAccJerk-std()-Y",-0.973215319722222
15,"SITTING","fBodyAccJerk-std()-Y",-0.979713045932203
15,"STANDING","fBodyAccJerk-std()-Y",-0.969934103584906
15,"WALKING","fBodyAccJerk-std()-Y",-0.0606839140548148
15,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.00722860241119048
15,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.330391429583333
16,"LAYING","fBodyAccJerk-std()-Y",-0.986215013
16,"SITTING","fBodyAccJerk-std()-Y",-0.983230774492754
16,"STANDING","fBodyAccJerk-std()-Y",-0.984236462179487
16,"WALKING","fBodyAccJerk-std()-Y",-0.433612657843137
16,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.281507406948936
16,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.417127012352941
17,"LAYING","fBodyAccJerk-std()-Y",-0.978343915774648
17,"SITTING","fBodyAccJerk-std()-Y",-0.98991581109375
17,"STANDING","fBodyAccJerk-std()-Y",-0.988200349487179
17,"WALKING","fBodyAccJerk-std()-Y",-0.0470379377672131
17,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.298931144913043
17,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.365114263583333
18,"LAYING","fBodyAccJerk-std()-Y",-0.986210701230769
18,"SITTING","fBodyAccJerk-std()-Y",-0.985694744385965
18,"STANDING","fBodyAccJerk-std()-Y",-0.977179032191781
18,"WALKING","fBodyAccJerk-std()-Y",-0.320264113035714
18,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.464546054727273
18,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.585531432931034
19,"LAYING","fBodyAccJerk-std()-Y",-0.975964111566265
19,"SITTING","fBodyAccJerk-std()-Y",-0.980999857671233
19,"STANDING","fBodyAccJerk-std()-Y",-0.973588517808219
19,"WALKING","fBodyAccJerk-std()-Y",0.0854010732076923
19,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.349771285415897
19,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.0131695876025
20,"LAYING","fBodyAccJerk-std()-Y",-0.978451446764706
20,"SITTING","fBodyAccJerk-std()-Y",-0.972776577272727
20,"STANDING","fBodyAccJerk-std()-Y",-0.94047417890411
20,"WALKING","fBodyAccJerk-std()-Y",0.255614062961569
20,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",0.293119526444444
20,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.255008282372549
21,"LAYING","fBodyAccJerk-std()-Y",-0.973164432777778
21,"SITTING","fBodyAccJerk-std()-Y",-0.980347168823529
21,"STANDING","fBodyAccJerk-std()-Y",-0.966024075955056
21,"WALKING","fBodyAccJerk-std()-Y",-0.0148415165923077
21,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.113161860322222
21,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.261261053404255
22,"LAYING","fBodyAccJerk-std()-Y",-0.9589609575
22,"SITTING","fBodyAccJerk-std()-Y",-0.969776055483871
22,"STANDING","fBodyAccJerk-std()-Y",-0.956169964285714
22,"WALKING","fBodyAccJerk-std()-Y",0.213423556139739
22,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.0270294444166667
22,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.106099613648095
23,"LAYING","fBodyAccJerk-std()-Y",-0.989995616944444
23,"SITTING","fBodyAccJerk-std()-Y",-0.979564696911765
23,"STANDING","fBodyAccJerk-std()-Y",-0.977157997794118
23,"WALKING","fBodyAccJerk-std()-Y",-0.0609753095355932
23,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.177697841296296
23,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.380894442941176
24,"LAYING","fBodyAccJerk-std()-Y",-0.984124532361111
24,"SITTING","fBodyAccJerk-std()-Y",-0.981550132794118
24,"STANDING","fBodyAccJerk-std()-Y",-0.970228184202899
24,"WALKING","fBodyAccJerk-std()-Y",-0.294353545672414
24,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.163626807636364
24,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.535843319152542
25,"LAYING","fBodyAccJerk-std()-Y",-0.948414293561644
25,"SITTING","fBodyAccJerk-std()-Y",-0.984068025384615
25,"STANDING","fBodyAccJerk-std()-Y",-0.974029503513513
25,"WALKING","fBodyAccJerk-std()-Y",-0.367760098378378
25,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.365719830448276
25,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.638086010153846
26,"LAYING","fBodyAccJerk-std()-Y",-0.988238648552632
26,"SITTING","fBodyAccJerk-std()-Y",-0.987754588717949
26,"STANDING","fBodyAccJerk-std()-Y",-0.977354949459459
26,"WALKING","fBodyAccJerk-std()-Y",-0.271952157220339
26,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.061537065488
26,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.420055781272727
27,"LAYING","fBodyAccJerk-std()-Y",-0.986116008783784
27,"SITTING","fBodyAccJerk-std()-Y",-0.986083114
27,"STANDING","fBodyAccJerk-std()-Y",-0.977605582
27,"WALKING","fBodyAccJerk-std()-Y",-0.0655179027631579
27,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.163243978431818
27,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.450116431176471
28,"LAYING","fBodyAccJerk-std()-Y",-0.981117467
28,"SITTING","fBodyAccJerk-std()-Y",-0.96399042625
28,"STANDING","fBodyAccJerk-std()-Y",-0.936991280253165
28,"WALKING","fBodyAccJerk-std()-Y",-0.191757503603704
28,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.00175391954565217
28,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.349026567647059
29,"LAYING","fBodyAccJerk-std()-Y",-0.990468082753623
29,"SITTING","fBodyAccJerk-std()-Y",-0.985493318833333
29,"STANDING","fBodyAccJerk-std()-Y",-0.984782782307692
29,"WALKING","fBodyAccJerk-std()-Y",-0.155020660771698
29,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.120381521220833
29,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.408648946938776
30,"LAYING","fBodyAccJerk-std()-Y",-0.972434196714286
30,"SITTING","fBodyAccJerk-std()-Y",-0.981902116451613
30,"STANDING","fBodyAccJerk-std()-Y",-0.960442360508475
30,"WALKING","fBodyAccJerk-std()-Y",-0.289466095323077
30,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.217432019258065
30,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Y",-0.610826602
1,"LAYING","fBodyAccJerk-std()-Z",-0.9605869872
1,"SITTING","fBodyAccJerk-std()-Z",-0.988339184893617
1,"STANDING","fBodyAccJerk-std()-Z",-0.992349818113208
1,"WALKING","fBodyAccJerk-std()-Z",-0.534713440421053
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.401721464285714
1,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.726040200754717
2,"LAYING","fBodyAccJerk-std()-Z",-0.989345368541667
2,"SITTING","fBodyAccJerk-std()-Z",-0.988570804130435
2,"STANDING","fBodyAccJerk-std()-Z",-0.984599905185185
2,"WALKING","fBodyAccJerk-std()-Z",-0.615898188474576
2,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.408227423191489
2,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.625090981458333
3,"LAYING","fBodyAccJerk-std()-Z",-0.983711904677419
3,"SITTING","fBodyAccJerk-std()-Z",-0.9771595725
3,"STANDING","fBodyAccJerk-std()-Z",-0.975595949508197
3,"WALKING","fBodyAccJerk-std()-Z",-0.543529108103448
3,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.613525074285714
3,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.738705863898305
4,"LAYING","fBodyAccJerk-std()-Z",-0.980261236296296
4,"SITTING","fBodyAccJerk-std()-Z",-0.9816994482
4,"STANDING","fBodyAccJerk-std()-Z",-0.976229505535714
4,"WALKING","fBodyAccJerk-std()-Z",-0.772359087333333
4,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.668867334444444
4,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.762772175
5,"LAYING","fBodyAccJerk-std()-Z",-0.986135599038461
5,"SITTING","fBodyAccJerk-std()-Z",-0.97602233
5,"STANDING","fBodyAccJerk-std()-Z",-0.96807230125
5,"WALKING","fBodyAccJerk-std()-Z",-0.633429995714286
5,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.551178075319149
5,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.668825711276596
6,"LAYING","fBodyAccJerk-std()-Z",-0.963567540877193
6,"SITTING","fBodyAccJerk-std()-Z",-0.961636555090909
6,"STANDING","fBodyAccJerk-std()-Z",-0.969895845789474
6,"WALKING","fBodyAccJerk-std()-Z",-0.608624354210526
6,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.389057047125
6,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.571673957058824
7,"LAYING","fBodyAccJerk-std()-Z",-0.975072995192308
7,"SITTING","fBodyAccJerk-std()-Z",-0.974699194375
7,"STANDING","fBodyAccJerk-std()-Z",-0.974533710754717
7,"WALKING","fBodyAccJerk-std()-Z",-0.190751539207018
7,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.397774503468085
7,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.631919608823529
8,"LAYING","fBodyAccJerk-std()-Z",-0.968699222962963
8,"SITTING","fBodyAccJerk-std()-Z",-0.986185349347826
8,"STANDING","fBodyAccJerk-std()-Z",-0.984465744444444
8,"WALKING","fBodyAccJerk-std()-Z",-0.4044825094375
8,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.0846674186842105
8,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.508248316829268
9,"LAYING","fBodyAccJerk-std()-Z",-0.9597147176
9,"SITTING","fBodyAccJerk-std()-Z",-0.9649413418
9,"STANDING","fBodyAccJerk-std()-Z",-0.972588748666667
9,"WALKING","fBodyAccJerk-std()-Z",-0.419104362884615
9,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.425377408333333
9,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.677831082857143
10,"LAYING","fBodyAccJerk-std()-Z",-0.978582339137931
10,"SITTING","fBodyAccJerk-std()-Z",-0.98911086
10,"STANDING","fBodyAccJerk-std()-Z",-0.979428729090909
10,"WALKING","fBodyAccJerk-std()-Z",-0.558512650188679
10,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.396147929736842
10,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.662894135319149
11,"LAYING","fBodyAccJerk-std()-Z",-0.983302949122807
11,"SITTING","fBodyAccJerk-std()-Z",-0.984349606792453
11,"STANDING","fBodyAccJerk-std()-Z",-0.990378149574468
11,"WALKING","fBodyAccJerk-std()-Z",-0.747564612033898
11,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.628902742826087
11,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.803845087037037
12,"LAYING","fBodyAccJerk-std()-Z",-0.972713844666667
12,"SITTING","fBodyAccJerk-std()-Z",-0.981408871764706
12,"STANDING","fBodyAccJerk-std()-Z",-0.978792832786885
12,"WALKING","fBodyAccJerk-std()-Z",-0.5314863218
12,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.544461425869565
12,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.750114855961538
13,"LAYING","fBodyAccJerk-std()-Z",-0.983670049354839
13,"SITTING","fBodyAccJerk-std()-Z",-0.988612100204082
13,"STANDING","fBodyAccJerk-std()-Z",-0.987871530526316
13,"WALKING","fBodyAccJerk-std()-Z",-0.406173351578947
13,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.356579475531915
13,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.689235778909091
14,"LAYING","fBodyAccJerk-std()-Z",-0.97491443
14,"SITTING","fBodyAccJerk-std()-Z",-0.978180020925926
14,"STANDING","fBodyAccJerk-std()-Z",-0.973594305166667
14,"WALKING","fBodyAccJerk-std()-Z",-0.528889535084746
14,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.244857128202222
14,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.391077873148148
15,"LAYING","fBodyAccJerk-std()-Z",-0.980745097361111
15,"SITTING","fBodyAccJerk-std()-Z",-0.987694113559322
15,"STANDING","fBodyAccJerk-std()-Z",-0.986654459433962
15,"WALKING","fBodyAccJerk-std()-Z",-0.723051140740741
15,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.461599141904762
15,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.783004506458333
16,"LAYING","fBodyAccJerk-std()-Z",-0.988348904571429
16,"SITTING","fBodyAccJerk-std()-Z",-0.984362469130435
16,"STANDING","fBodyAccJerk-std()-Z",-0.98865796025641
16,"WALKING","fBodyAccJerk-std()-Z",-0.45663628254902
16,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.36402669587234
16,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.620123586470588
17,"LAYING","fBodyAccJerk-std()-Z",-0.983854158873239
17,"SITTING","fBodyAccJerk-std()-Z",-0.99081824828125
17,"STANDING","fBodyAccJerk-std()-Z",-0.991450377692308
17,"WALKING","fBodyAccJerk-std()-Z",-0.543872996229508
17,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.573043711086957
17,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.680325770833333
18,"LAYING","fBodyAccJerk-std()-Z",-0.990744752923077
18,"SITTING","fBodyAccJerk-std()-Z",-0.990141676315789
18,"STANDING","fBodyAccJerk-std()-Z",-0.989275839041096
18,"WALKING","fBodyAccJerk-std()-Z",-0.664327149285714
18,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.678751080363636
18,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.784728430344828
19,"LAYING","fBodyAccJerk-std()-Z",-0.988558703373494
19,"SITTING","fBodyAccJerk-std()-Z",-0.988151915753425
19,"STANDING","fBodyAccJerk-std()-Z",-0.987524587534247
19,"WALKING","fBodyAccJerk-std()-Z",-0.227829841936346
19,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.0983930104846154
19,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.50771620575
20,"LAYING","fBodyAccJerk-std()-Z",-0.985707806323529
20,"SITTING","fBodyAccJerk-std()-Z",-0.978458923030303
20,"STANDING","fBodyAccJerk-std()-Z",-0.963973097671233
20,"WALKING","fBodyAccJerk-std()-Z",-0.427690451960784
20,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.405294896466667
20,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.533201712745098
21,"LAYING","fBodyAccJerk-std()-Z",-0.984925270666667
21,"SITTING","fBodyAccJerk-std()-Z",-0.986845672352941
21,"STANDING","fBodyAccJerk-std()-Z",-0.979723339662921
21,"WALKING","fBodyAccJerk-std()-Z",-0.443563412692308
21,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.293237567085333
21,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.603127367234043
22,"LAYING","fBodyAccJerk-std()-Z",-0.976833164027778
22,"SITTING","fBodyAccJerk-std()-Z",-0.981272224354839
22,"STANDING","fBodyAccJerk-std()-Z",-0.984305238253968
22,"WALKING","fBodyAccJerk-std()-Z",-0.343195610652174
22,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.535893778333333
22,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.528567802619048
23,"LAYING","fBodyAccJerk-std()-Z",-0.985502011944444
23,"SITTING","fBodyAccJerk-std()-Z",-0.977936447205882
23,"STANDING","fBodyAccJerk-std()-Z",-0.976241315882353
23,"WALKING","fBodyAccJerk-std()-Z",-0.00623647528983051
23,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.09851956305
23,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.46895638372549
24,"LAYING","fBodyAccJerk-std()-Z",-0.983185637916667
24,"SITTING","fBodyAccJerk-std()-Z",-0.986008449264706
24,"STANDING","fBodyAccJerk-std()-Z",-0.979936740869565
24,"WALKING","fBodyAccJerk-std()-Z",-0.511115619482759
24,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.328569968545455
24,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.562727123050847
25,"LAYING","fBodyAccJerk-std()-Z",-0.971885370136986
25,"SITTING","fBodyAccJerk-std()-Z",-0.989156105538462
25,"STANDING","fBodyAccJerk-std()-Z",-0.987898048378378
25,"WALKING","fBodyAccJerk-std()-Z",-0.690413386081081
25,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.734990064137931
25,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.830526636615385
26,"LAYING","fBodyAccJerk-std()-Z",-0.989370490789474
26,"SITTING","fBodyAccJerk-std()-Z",-0.990693114358974
26,"STANDING","fBodyAccJerk-std()-Z",-0.987428086216216
26,"WALKING","fBodyAccJerk-std()-Z",-0.396530418305085
26,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.3967016908
26,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.715726893818182
27,"LAYING","fBodyAccJerk-std()-Z",-0.989901169864865
27,"SITTING","fBodyAccJerk-std()-Z",-0.989282516857143
27,"STANDING","fBodyAccJerk-std()-Z",-0.98820826225
27,"WALKING","fBodyAccJerk-std()-Z",-0.417957993859649
27,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.474755492045455
27,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.657139420784314
28,"LAYING","fBodyAccJerk-std()-Z",-0.974530843125
28,"SITTING","fBodyAccJerk-std()-Z",-0.978327769444444
28,"STANDING","fBodyAccJerk-std()-Z",-0.973572051898734
28,"WALKING","fBodyAccJerk-std()-Z",-0.574579748518519
28,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.48848835173913
28,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.68790763372549
29,"LAYING","fBodyAccJerk-std()-Z",-0.993107759855072
29,"SITTING","fBodyAccJerk-std()-Z",-0.990445861666667
29,"STANDING","fBodyAccJerk-std()-Z",-0.991316374615385
29,"WALKING","fBodyAccJerk-std()-Z",-0.529034897169811
29,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.547320886875
29,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.710116591836735
30,"LAYING","fBodyAccJerk-std()-Z",-0.982281553142857
30,"SITTING","fBodyAccJerk-std()-Z",-0.988971211935484
30,"STANDING","fBodyAccJerk-std()-Z",-0.973954338305085
30,"WALKING","fBodyAccJerk-std()-Z",-0.575410267076923
30,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.535515048387097
30,"WALKING_UPSTAIRS","fBodyAccJerk-std()-Z",-0.78475388
1,"LAYING","fBodyAccMag-mad()",-0.82709156406
1,"SITTING","fBodyAccMag-mad()",-0.939136316808511
1,"STANDING","fBodyAccMag-mad()",-0.983019467169811
1,"WALKING","fBodyAccMag-mad()",-0.241281905494737
1,"WALKING_DOWNSTAIRS","fBodyAccMag-mad()",0.0152399808897959
1,"WALKING_UPSTAIRS","fBodyAccMag-mad()",-0.326593149433962
2,"LAYING","fBodyAccMag-mad()",-0.974703681458333
2,"SITTING","fBodyAccMag-mad()",-0.957092356956522
2,"STANDING","fBodyAccMag-mad()",-0.960424692777778
2,"WALKING","fBodyAccMag-mad()",-0.479875862542373
2,"WALKING_DOWNSTAIRS","fBodyAccMag-mad()",0.201758478638298
2,"WALKING_UPSTAIRS","fBodyAccMag-mad()",-0.208576495108333
3,"LAYING","fBodyAccMag-mad()",-0.964753405806452
3,"SITTING","fBodyAccMag-mad()",-0.887730488846154
3,"STANDING","fBodyAccMag-mad()",-0.920367706393443
3,"WALKING","fBodyAccMag-mad()",-0.338224530344828
3,"WALKING_DOWNSTAIRS","fBodyAccMag-mad()",-0.023352957122449
3,"WALKING_UPSTAIRS","fBodyAccMag-mad()",-0.308042268389831
4,"LAYING","fBodyAccMag-mad()",-0.938952220555556
4,"SITTING","fBodyAccMag-mad()",-0.9232623892
4,"STANDING","fBodyAccMag-mad()",-0.906213757678571
4,"WALKING","fBodyAccMag-mad()",-0.557063152666667
4,"WALKING_DOWNSTAIRS","fBodyAccMag-mad()",-0.0744989005466667
